laureate_id,year,category,prize,motivation,prize_share,laureate_type,full_name,birth_date,birth_city,birth_country,sex,organization_name,organization_city,organization_country,death_date,death_city,death_country,decade,female_winner
345,1947,Medicine,The Nobel Prize in Physiology or Medicine 1947,"""for his discovery of the part played by the hormone of the anterior pituitary lobe in the metabolism of sugar""",1/2,Individual,Bernardo Alberto Houssay,1887-04-10,Buenos Aires,Argentina,Male,Instituto de Biologia y Medicina Experimental (Institute for Biology and Experimental Medicine),Buenos Aires,Argentina,1971-09-21,Buenos Aires,Argentina,1940,False
346,1948,Medicine,The Nobel Prize in Physiology or Medicine 1948,"""for his discovery of the high efficiency of DDT as a contact poison against several arthropods""",1/1,Individual,Paul Hermann Müller,1899-01-12,Olten,Switzerland,Male,Laboratorium der Farben-Fabriken J.R. Geigy A.G. (Laboratory of the J.R. Geigy Dye-Factory Co.),Basel,Switzerland,1965-10-12,Basel,Switzerland,1940,False
347,1949,Medicine,The Nobel Prize in Physiology or Medicine 1949,"""for his discovery of the functional organization of the interbrain as a coordinator of the activities of the internal organs""",1/2,Individual,Walter Rudolf Hess,1881-03-17,Frauenfeld,Switzerland,Male,University of Zurich,Zurich,Switzerland,1973-08-12,Ascona,Switzerland,1940,False
348,1949,Medicine,The Nobel Prize in Physiology or Medicine 1949,"""for his discovery of the therapeutic value of leucotomy in certain psychoses""",1/2,Individual,Antonio Caetano de Abreu Freire Egas Moniz,1874-11-29,Avanca,Portugal,Male,University of Lisbon,Lisbon,Portugal,1955-12-13,Lisbon,Portugal,1940,False
349,1950,Medicine,The Nobel Prize in Physiology or Medicine 1950,"""for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects""",1/3,Individual,Edward Calvin Kendall,1886-03-08,"South Norwalk, CT",United States of America,Male,Mayo Clinic,"Rochester, MN",United States of America,1972-05-04,"Princeton, NJ",United States of America,1950,False
350,1950,Medicine,The Nobel Prize in Physiology or Medicine 1950,"""for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects""",1/3,Individual,Tadeus Reichstein,1897-07-20,Wloclawek,Poland,Male,Basel University,Basel,Switzerland,1996-08-01,Basel,Switzerland,1950,False
351,1950,Medicine,The Nobel Prize in Physiology or Medicine 1950,"""for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects""",1/3,Individual,Philip Showalter Hench,1896-02-28,"Pittsburgh, PA",United States of America,Male,Mayo Clinic,"Rochester, MN",United States of America,1965-03-30,Ocho Rios,Jamaica,1950,False
352,1951,Medicine,The Nobel Prize in Physiology or Medicine 1951,"""for his discoveries concerning yellow fever and how to combat it""",1/1,Individual,Max Theiler,1899-01-30,Pretoria,South Africa,Male,"Laboratories of the Division of Medicine and Public Health, Rockefeller Foundation","New York, NY",United States of America,1972-08-11,"New Haven, CT",United States of America,1950,False
353,1952,Medicine,The Nobel Prize in Physiology or Medicine 1952,"""for his discovery of streptomycin, the first antibiotic effective against tuberculosis""",1/1,Individual,Selman Abraham Waksman,1888-07-22,Priluka (Nova Pryluka),Russian Empire (Ukraine),Male,Rutgers University,"New Brunswick, NJ",United States of America,1973-08-16,"Hyannis, MA",United States of America,1950,False
354,1953,Medicine,The Nobel Prize in Physiology or Medicine 1953,"""for his discovery of the citric acid cycle""",1/2,Individual,Hans Adolf Krebs,1900-08-25,Hildesheim,Germany,Male,Sheffield University,Sheffield,United Kingdom,1981-11-22,Oxford,United Kingdom,1950,False
355,1953,Medicine,The Nobel Prize in Physiology or Medicine 1953,"""for his discovery of co-enzyme A and its importance for intermediary metabolism""",1/2,Individual,Fritz Albert Lipmann,1899-06-12,Koenigsberg (Kaliningrad),Germany (Russia),Male,Harvard Medical School,"Boston, MA",United States of America,1986-07-24,"Poughkeepsie, NY",United States of America,1950,False
356,1954,Medicine,The Nobel Prize in Physiology or Medicine 1954,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",1/3,Individual,John Franklin Enders,1897-02-10,"West Hartford, CT",United States of America,Male,Harvard Medical School,"Boston, MA",United States of America,1985-09-08,"Waterford, CT",United States of America,1950,False
357,1954,Medicine,The Nobel Prize in Physiology or Medicine 1954,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",1/3,Individual,Thomas Huckle Weller,1915-06-15,"Ann Arbor, MI",United States of America,Male,"Research Division of Infectious Diseases, Children's Medical Center","Boston, MA",United States of America,2008-08-23,"Needham, MA",United States of America,1950,False
358,1954,Medicine,The Nobel Prize in Physiology or Medicine 1954,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",1/3,Individual,Frederick Chapman Robbins,1916-08-25,"Auburn, AL",United States of America,Male,Western Reserve University,"Cleveland, OH",United States of America,2003-08-04,"Cleveland, OH",United States of America,1950,False
359,1955,Medicine,The Nobel Prize in Physiology or Medicine 1955,"""for his discoveries concerning the nature and mode of action of oxidation enzymes""",1/1,Individual,Axel Hugo Theodor Theorell,1903-07-06,Linköping,Sweden,Male,"Karolinska Institutet, Nobel Medical Institute",Stockholm,Sweden,1982-08-15,Stockholm,Sweden,1950,False
360,1956,Medicine,The Nobel Prize in Physiology or Medicine 1956,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",1/3,Individual,André Frédéric Cournand,1895-09-24,Paris,France,Male,"Columbia University Division, Cardio-Pulmonary Laboratory, Bellevue Hospital","New York, NY",United States of America,1988-02-19,"Great Barrington, MA",United States of America,1950,False
361,1956,Medicine,The Nobel Prize in Physiology or Medicine 1956,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",1/3,Individual,Werner Forssmann,1904-08-29,Berlin,Germany,Male,Mainz University,Mainz,Federal Republic of Germany,1979-06-01,Schopfheim,West Germany (Germany),1950,False
362,1956,Medicine,The Nobel Prize in Physiology or Medicine 1956,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",1/3,Individual,Dickinson W. Richards,1895-10-30,"Orange, NJ",United States of America,Male,Columbia University,"New York, NY",United States of America,1973-02-23,"Lakeville, CT",United States of America,1950,False
363,1957,Medicine,The Nobel Prize in Physiology or Medicine 1957,"""for his discoveries relating to synthetic compounds that inhibit the action of certain body substances, and especially their action on the vascular system and the skeletal muscles""",1/1,Individual,Daniel Bovet,1907-03-23,Neuchâtel,Switzerland,Male,Istituto Superiore di Sanità (Chief Institute of Public Health),Rome,Italy,1992-04-08,Rome,Italy,1950,False
364,1958,Medicine,The Nobel Prize in Physiology or Medicine 1958,"""for their discovery that genes act by regulating definite chemical events""",1/4,Individual,George Wells Beadle,1903-10-22,"Wahoo, NE",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,1989-06-09,"Pomona, CA",United States of America,1950,False
365,1958,Medicine,The Nobel Prize in Physiology or Medicine 1958,"""for their discovery that genes act by regulating definite chemical events""",1/4,Individual,Edward Lawrie Tatum,1909-12-14,"Boulder, CO",United States of America,Male,Rockefeller Institute for Medical Research,"New York, NY",United States of America,1975-11-05,"New York, NY",United States of America,1950,False
366,1958,Medicine,The Nobel Prize in Physiology or Medicine 1958,"""for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria""",1/2,Individual,Joshua Lederberg,1925-05-23,"Montclair, NJ",United States of America,Male,University of Wisconsin,"Madison, WI",United States of America,2008-02-02,"New York, NY",United States of America,1950,False
367,1959,Medicine,The Nobel Prize in Physiology or Medicine 1959,"""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid""",1/2,Individual,Severo Ochoa,1905-09-24,Luarca,Spain,Male,"New York University, College of Medicine","New York, NY",United States of America,1993-11-01,Madrid,Spain,1950,False
368,1959,Medicine,The Nobel Prize in Physiology or Medicine 1959,"""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid""",1/2,Individual,Arthur Kornberg,1918-03-03,"Brooklyn, NY",United States of America,Male,Stanford University,"Stanford, CA",United States of America,2007-10-26,"Stanford, CA",United States of America,1950,False
369,1960,Medicine,The Nobel Prize in Physiology or Medicine 1960,"""for discovery of acquired immunological tolerance""",1/2,Individual,Sir Frank Macfarlane Burnet,1899-09-03,Traralgon,Australia,Male,Walter and Eliza Hall Institute for Medical Research,Melbourne,Australia,1985-08-31,Melbourne,Australia,1960,False
370,1960,Medicine,The Nobel Prize in Physiology or Medicine 1960,"""for discovery of acquired immunological tolerance""",1/2,Individual,Peter Brian Medawar,1915-02-28,Rio de Janeiro,Brazil,Male,University College,London,United Kingdom,1987-10-02,London,United Kingdom,1960,False
371,1961,Medicine,The Nobel Prize in Physiology or Medicine 1961,"""for his discoveries of the physical mechanism of stimulation within the cochlea""",1/1,Individual,Georg von Békésy,1899-06-03,Budapest,Hungary,Male,Harvard University,"Cambridge, MA",United States of America,1972-06-13,"Honolulu, HI",United States of America,1960,False
372,1962,Medicine,The Nobel Prize in Physiology or Medicine 1962,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",1/3,Individual,Francis Harry Compton Crick,1916-06-08,Northampton,United Kingdom,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,2004-07-28,"San Diego, CA",United States of America,1960,False
373,1962,Medicine,The Nobel Prize in Physiology or Medicine 1962,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",1/3,Individual,James Dewey Watson,1928-04-06,"Chicago, IL",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,UNKOWN,UNKOWN,UNKOWN,1960,False
374,1962,Medicine,The Nobel Prize in Physiology or Medicine 1962,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",1/3,Individual,Maurice Hugh Frederick Wilkins,1916-12-15,Pongaroa,New Zealand,Male,London University,London,United Kingdom,2004-10-05,London,United Kingdom,1960,False
375,1963,Medicine,The Nobel Prize in Physiology or Medicine 1963,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",1/3,Individual,Sir John Carew Eccles,1903-01-27,Melbourne,Australia,Male,Australian National University,Canberra,Australia,1997-05-02,Contra,Switzerland,1960,False
376,1963,Medicine,The Nobel Prize in Physiology or Medicine 1963,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",1/3,Individual,Alan Lloyd Hodgkin,1914-02-05,Banbury,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,1998-12-20,Cambridge,United Kingdom,1960,False
377,1963,Medicine,The Nobel Prize in Physiology or Medicine 1963,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",1/3,Individual,Andrew Fielding Huxley,1917-11-22,Hampstead,United Kingdom,Male,University College,London,United Kingdom,2012-05-30,Grantchester,United Kingdom,1960,False
378,1964,Medicine,The Nobel Prize in Physiology or Medicine 1964,"""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism""",1/2,Individual,Konrad Bloch,1912-01-21,Neisse (Nysa),Germany (Poland),Male,Harvard University,"Cambridge, MA",United States of America,2000-10-15,"Burlington, MA",United States of America,1960,False
379,1964,Medicine,The Nobel Prize in Physiology or Medicine 1964,"""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism""",1/2,Individual,Feodor Lynen,1911-04-06,Munich,Germany,Male,Max-Planck-Institut für Zellchemie,Munich,Federal Republic of Germany,1979-08-06,Munich,Germany,1960,False
380,1965,Medicine,The Nobel Prize in Physiology or Medicine 1965,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",1/3,Individual,François Jacob,1920-06-17,Nancy,France,Male,Institut Pasteur,Paris,France,2013-04-19,Paris,France,1960,False
381,1965,Medicine,The Nobel Prize in Physiology or Medicine 1965,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",1/3,Individual,André Lwoff,1902-05-08,Ainay-le-Château,France,Male,Institut Pasteur,Paris,France,1994-09-30,Paris,France,1960,False
382,1965,Medicine,The Nobel Prize in Physiology or Medicine 1965,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",1/3,Individual,Jacques Monod,1910-02-09,Paris,France,Male,Institut Pasteur,Paris,France,1976-05-31,Cannes,France,1960,False
383,1966,Medicine,The Nobel Prize in Physiology or Medicine 1966,"""for his discovery of tumour-inducing viruses""",1/2,Individual,Peyton Rous,1879-10-05,"Baltimore, MD",United States of America,Male,Rockefeller University,"New York, NY",United States of America,1972-02-16,"New York, NY",United States of America,1960,False
384,1966,Medicine,The Nobel Prize in Physiology or Medicine 1966,"""for his discoveries concerning hormonal treatment of prostatic cancer""",1/2,Individual,Charles Brenton Huggins,1901-09-22,Halifax,Canada,Male,"University of Chicago, Ben May Laboratory for Cancer Research","Chicago, IL",United States of America,1997-01-12,"Chicago, IL",United States of America,1960,False
